#	2.9478756625350555E-7	Directed	graph	(each	unordered	pair	of	nodes	is	saved	once):	soc-Epinions1.txt
(each	4.4664782765682656E-7
17506	2.9478756625350555E-7	1177
17507	1.1988027694309222E-5	1024
17508	1.0317564818872692E-5	1581
17509	2.9478756625350555E-7	1178
1751	4.496493010586816E-4	1815
17510	2.9478756625350555E-7	3374
17511	2.9478756625350555E-7	1178
17512	2.9478756625350555E-7	1178
17513	3.635713317126568E-6	8203
17514	2.9478756625350555E-7	50529
17515	1.8669879196055345E-5	1580
17516	2.9478756625350555E-7	1258
17517	2.9478756625350555E-7	1179
17518	2.9478756625350555E-7	1179
17519	1.965250441690037E-6	1179
1752	1.1054533734506455E-4	1702
17520	1.965250441690037E-6	1179
17521	1.6999416320618815E-5	55225
17522	1.965250441690037E-6	1516
17523	1.965250441690037E-6
17524	8.647101943436162E-6	17540
17525	3.635713317126568E-6
17526	3.635713317126568E-6	15752
17527	1.965250441690037E-6
17528	3.635713317126568E-6	16199
17529	1.965250441690037E-6
1753	0.0011412209314893911	64
17530	8.647101943436162E-6	17524
17531	1.965250441690037E-6
17532	6.97663906799963E-6	7837
17533	6.97663906799963E-6	55226
17534	5.306176192563099E-6	35637
17535	1.1988027694309222E-5	2685
17536	1.965250441690037E-6
17537	5.306176192563099E-6
17538	1.3658490569745754E-5	1719
17539	3.635713317126568E-6	1180
1754	4.2793328367800716E-4	323
17540	1.3658490569745754E-5	19
17541	1.1988027694309222E-5	19598
17542	2.9478756625350555E-7	7310
17543	2.869265644867453E-5	13408
17544	5.306176192563099E-6	19368
17545	3.635713317126568E-6	1180
17546	1.965250441690037E-6	20714
17547	2.9478756625350555E-7	1181
17548	5.306176192563099E-6	1511
17549	2.9478756625350555E-7	39396
1755	3.2269412252550536E-4	1304
17550	1.965250441690037E-6	55234
17551	2.9478756625350555E-7	55235
17552	1.965250441690037E-6	4415
17553	2.9478756625350555E-7	1181
17554	2.9478756625350555E-7	1181
17555	2.9478756625350555E-7	1181
17556	3.036311932411106E-5	46685
17557	2.9478756625350555E-7	2239
17558	2.9478756625350555E-7	1181
17559	6.97663906799963E-6	849
1756	8.622536312914961E-4	5038
17560	3.635713317126568E-6	849
17561	2.9478756625350555E-7	1181
17562	5.306176192563099E-6	401
17563	2.9478756625350555E-7	1181
17564	2.9478756625350555E-7	1181
17565	2.9478756625350555E-7	1181
17566	2.9478756625350555E-7	1181
17567	1.965250441690037E-6	2713
17568	2.9478756625350555E-7	1183
17569	2.9478756625350555E-7	1183
1757	3.5374507950420654E-5	2969
17570	2.9478756625350555E-7	1183
17571	5.306176192563099E-6	1184
17572	1.965250441690037E-6	1184
17573	2.9478756625350555E-7	1184
17574	2.9478756625350555E-7	1224
17575	2.3681267822364935E-5	14513
17576	4.5397285203039834E-5	16711
17577	2.9478756625350555E-7	1185
17578	2.9478756625350555E-7	1185
17579	2.9478756625350555E-7	1185
1758	3.8715433701293714E-5	1304
17580	1.0317564818872692E-5	5206
17581	4.0385896576730244E-5	4952
17582	6.97663906799963E-6	1450
17583	2.9478756625350555E-7	1185
17584	2.5351730697801468E-5	9182
17585	1.965250441690037E-6	1185
17586	1.6999416320618815E-5	1561
17587	1.965250441690037E-6	2220
17588	2.9478756625350555E-7	1185
17589	2.9478756625350555E-7	1185
1759	2.9478756625350555E-7	688
17590	2.9478756625350555E-7	1185
17591	3.635713317126568E-6	41991
17592	1.965250441690037E-6	2689
17593	2.9478756625350555E-7	55268
17594	5.306176192563099E-6	2246
17595	2.9478756625350555E-7	1185
17596	2.9478756625350555E-7	16544
17597	2.9478756625350555E-7	1186
17598	2.9478756625350555E-7	1255
17599	2.9478756625350555E-7	1186
176	5.306176192563099E-6	127
1760	6.97663906799963E-6	606
17600	1.965250441690037E-6	16612
17601	2.9478756625350555E-7	1186
17602	1.1988027694309222E-5	1471
17603	1.0317564818872692E-5	6368
17604	1.965250441690037E-6	1186
17605	2.9478756625350555E-7	1186
17606	2.9478756625350555E-7	1186
17607	1.965250441690037E-6	31771
17608	1.3658490569745754E-5	1617
17609	5.306176192563099E-6	1187
1761	1.3393181760117616E-4	16
17610	1.965250441690037E-6
17611	5.306176192563099E-6
17612	1.965250441690037E-6
17613	6.97663906799963E-6	17614
17614	8.647101943436162E-6	17613
17615	1.0317564818872692E-5	77
17616	8.647101943436162E-6	55279
17617	1.965250441690037E-6
17618	1.965250441690037E-6	1189
17619	3.635713317126568E-6	55280
1762	1.0887487446962802E-4	286
17620	3.635713317126568E-6
17621	1.965250441690037E-6
17622	1.965250441690037E-6	55282
17623	5.306176192563099E-6	34089
17624	1.965250441690037E-6
17625	6.97663906799963E-6	2864
17626	1.965250441690037E-6
17627	1.965250441690037E-6
17628	1.965250441690037E-6
17629	1.965250441690037E-6	1189
1763	2.1745496137300324E-4	45
17630	5.306176192563099E-6	3454
17631	3.635713317126568E-6
17632	8.647101943436162E-6	55278
17633	8.647101943436162E-6
17634	1.965250441690037E-6
17635	5.306176192563099E-6	1189
17636	5.306176192563099E-6	7591
17637	1.965250441690037E-6	4253
17638	5.306176192563099E-6	776
17639	8.647101943436162E-6	3714
1764	4.5397285203039834E-5	23243
17640	1.965250441690037E-6	1398
17641	1.965250441690037E-6
17642	3.635713317126568E-6	55291
17643	1.965250441690037E-6
17644	3.635713317126568E-6	6191
17645	1.965250441690037E-6	5947
17646	6.97663906799963E-6	55293
17647	1.965250441690037E-6	2977
17648	5.306176192563099E-6	1753
17649	3.7044970825857184E-5	1753
1765	5.207913670478596E-5	87
17650	1.1988027694309222E-5	36382
17651	1.965250441690037E-6	4566
17652	1.965250441690037E-6
17653	3.635713317126568E-6	55307
17654	5.306176192563099E-6	634
17655	1.965250441690037E-6
17656	3.036311932411106E-5	3033
17657	1.965250441690037E-6
17658	8.647101943436162E-6	2174
17659	5.306176192563099E-6	55314
1766	9.384070859069921E-5	2118
17660	3.635713317126568E-6	1189
17661	5.306176192563099E-6	5659
17662	1.965250441690037E-6	1189
17663	3.635713317126568E-6
17664	1.1988027694309222E-5	33749
17665	3.635713317126568E-6	10370
17666	1.5328953445182282E-5	10599
17667	1.965250441690037E-6
17668	1.965250441690037E-6
17669	8.647101943436162E-6	1319
1767	1.965250441690037E-6	16
17670	8.647101943436162E-6	14881
17671	1.965250441690037E-6
17672	6.97663906799963E-6	1815
17673	3.635713317126568E-6	55321
17674	3.635713317126568E-6	55322
17675	3.635713317126568E-6
17676	1.965250441690037E-6
17677	1.965250441690037E-6
17678	1.965250441690037E-6
17679	1.965250441690037E-6	1189
1768	5.207913670478596E-5	16
17680	1.965250441690037E-6
17681	8.647101943436162E-6
17682	1.965250441690037E-6	1189
17683	1.965250441690037E-6	1190
17684	4.5397285203039834E-5	1190
17685	1.0317564818872692E-5	55324
17686	1.965250441690037E-6	1190
17687	2.869265644867453E-5	55328
17688	1.0317564818872692E-5	14004
17689	1.5328953445182282E-5	24152
1769	1.965250441690037E-6	1011
17690	8.647101943436162E-6	715
17691	6.377237683284168E-5	55329
17692	1.965250441690037E-6
17693	1.965250441690037E-6	4040
17694	3.635713317126568E-6	1440
17695	2.2010804946928405E-5	4607
17696	1.965250441690037E-6	1190
17697	1.965250441690037E-6	1190
17698	1.965250441690037E-6	1190
17699	1.965250441690037E-6
177	2.9478756625350555E-7	4118
1770	3.635713317126568E-6	746
17700	8.647101943436162E-6	4703
17701	1.6999416320618815E-5	29524
17702	8.647101943436162E-6	17685
17703	1.1988027694309222E-5	39437
17704	1.5328953445182282E-5	737
17705	1.3658490569745754E-5	9412
17706	1.0317564818872692E-5	6565
17707	6.97663906799963E-6
17708	2.9478756625350555E-7	1190
17709	2.9478756625350555E-7	1190
1771	1.965250441690037E-6	17
17710	1.965250441690037E-6	26578
17711	2.9478756625350555E-7	55343
17712	2.9478756625350555E-7	1190
17713	2.9478756625350555E-7	9652
17714	1.3658490569745754E-5	9426
17715	3.5374507950420654E-5	18
17716	1.965250441690037E-6	3509
17717	1.965250441690037E-6	2694
17718	1.965250441690037E-6	1190
17719	6.97663906799963E-6	1190
1772	3.3704045074984125E-5	16362
17720	1.0317564818872692E-5	1748
17721	2.2010804946928405E-5	7310
17722	2.9478756625350555E-7	1190
17723	1.1988027694309222E-5	16141
17724	2.9478756625350555E-7	1190
17725	1.965250441690037E-6	1190
17726	2.9478756625350555E-7	1190
17727	8.647101943436162E-6	301
17728	8.647101943436162E-6	8173
17729	2.9478756625350555E-7	1191
1773	4.2056359452166774E-5	1190
17730	2.9478756625350555E-7	1191
17731	2.9478756625350555E-7	55357
17732	2.9478756625350555E-7	1191
17733	2.9478756625350555E-7	1191
17734	3.635713317126568E-6	55358
17735	1.5328953445182282E-5	1396
17736	2.9478756625350555E-7	1191
17737	3.635713317126568E-6	1191
17738	2.9478756625350555E-7	1191
17739	2.9478756625350555E-7	1191
1774	3.7044970825857184E-5	23272
17740	2.9478756625350555E-7	1191
17741	2.9478756625350555E-7	726
17742	5.306176192563099E-6	1192
17743	2.9478756625350555E-7	1192
17744	2.9478756625350555E-7	1192
17745	1.965250441690037E-6	791
17746	6.97663906799963E-6	7248
17747	3.635713317126568E-6	5199
17748	2.9478756625350555E-7	1192
17749	2.9478756625350555E-7	1192
1775	8.214746846264351E-5	7248
17750	2.9478756625350555E-7	1192
17751	2.9478756625350555E-7	1192
17752	2.9478756625350555E-7	1192
17753	2.9478756625350555E-7	1195
17754	2.9478756625350555E-7	1200
17755	5.306176192563099E-6	51387
17756	1.0317564818872692E-5	1200
17757	3.635713317126568E-6	1200
17758	2.9478756625350555E-7	1200
17759	1.965250441690037E-6	1201
1776	4.062172662973325E-4	4039
17760	2.9478756625350555E-7	1202
17761	3.635713317126568E-6	1204
17762	1.0317564818872692E-5	38723
17763	2.9478756625350555E-7	1204
17764	2.9478756625350555E-7	1204
17765	2.9478756625350555E-7	1204
17766	2.9478756625350555E-7	1650
17767	1.965250441690037E-6	1204
17768	2.9478756625350555E-7	1204
17769	2.9478756625350555E-7	55371
1777	6.377237683284168E-5	23328
17770	1.0317564818872692E-5	3836
17771	2.9478756625350555E-7	1204
17772	5.306176192563099E-6	4345
17773	2.9478756625350555E-7	1204
17774	2.9478756625350555E-7	2967
17775	2.9478756625350555E-7	1206
17776	2.9478756625350555E-7	1206
17777	2.9478756625350555E-7	4852
17778	3.635713317126568E-6	7251
17779	2.9478756625350555E-7	2096
1778	3.360578255289977E-4	1
17780	2.9478756625350555E-7	1207
17781	2.9478756625350555E-7	1207
17782	1.5328953445182282E-5	737
17783	2.9478756625350555E-7	1207
17784	1.1988027694309222E-5	55375
17785	5.306176192563099E-6	1207
17786	8.647101943436162E-6	1207
17787	1.8669879196055345E-5	25940
17788	1.0317564818872692E-5	35378
17789	2.2010804946928405E-5	11576
1779	1.1388626309593764E-4	17
17790	4.3726822327603304E-5	1845
17791	1.8669879196055345E-5	1576
17792	6.97663906799963E-6	1207
17793	1.965250441690037E-6	1207
17794	2.2010804946928405E-5	55409
17795	1.965250441690037E-6	1207
17796	1.1988027694309222E-5	3873
17797	2.3681267822364935E-5	33425
17798	4.2056359452166774E-5	3520
17799	1.965250441690037E-6	40915
178	3.036311932411106E-5	1224
1780	8.548839421351657E-5	790
17800	1.965250441690037E-6
17801	1.965250441690037E-6
17802	5.306176192563099E-6	1209
17803	3.635713317126568E-6
17804	1.965250441690037E-6	18
17805	1.965250441690037E-6
17806	1.965250441690037E-6
17807	1.965250441690037E-6
17808	3.635713317126568E-6	18
17809	1.965250441690037E-6
1781	3.635713317126568E-6
17810	1.965250441690037E-6
17811	1.965250441690037E-6
17812	1.965250441690037E-6
17813	1.965250441690037E-6
17814	1.965250441690037E-6
17815	1.965250441690037E-6
17816	1.965250441690037E-6
17817	3.635713317126568E-6
17818	1.965250441690037E-6
17819	6.97663906799963E-6	279
1782	1.8669879196055345E-5
17820	6.97663906799963E-6	2252
17821	1.965250441690037E-6	1209
17822	1.965250441690037E-6
17823	5.306176192563099E-6	9124
17824	1.965250441690037E-6
17825	5.306176192563099E-6	17826
17826	5.306176192563099E-6	17825
17827	5.306176192563099E-6	6131
17828	1.965250441690037E-6	6941
17829	3.635713317126568E-6	17830
1783	2.4251190450455136E-4	17012
17830	5.306176192563099E-6	1209
17831	1.965250441690037E-6	1209
17832	5.306176192563099E-6	55417
17833	1.965250441690037E-6
17834	1.6999416320618815E-5	20357
17835	2.2010804946928405E-5	64
17836	2.2010804946928405E-5	46414
17837	1.965250441690037E-6	6941
17838	6.97663906799963E-6	6941
17839	3.635713317126568E-6
1784	1.965250441690037E-6	2375
17840	3.635713317126568E-6
17841	3.635713317126568E-6	11224
17842	1.0317564818872692E-5
17843	1.965250441690037E-6
17844	1.965250441690037E-6
17845	3.635713317126568E-6	11857
17846	1.6999416320618815E-5	15652
17847	5.306176192563099E-6	6941
17848	1.0317564818872692E-5
17849	3.635713317126568E-6	8676
1785	1.965250441690037E-6	17
17850	8.647101943436162E-6
17851	1.965250441690037E-6	51842
17852	1.965250441690037E-6
17853	3.635713317126568E-6
17854	5.306176192563099E-6	55433
17855	3.635713317126568E-6	53394
17856	1.8669879196055345E-5	1619
17857	1.965250441690037E-6	6622
17858	8.647101943436162E-6	7735
17859	1.965250441690037E-6	1209
1786	6.878376545915126E-5	4503
17860	2.9478756625350555E-7	1209
17861	2.9478756625350555E-7	1209
17862	2.9478756625350555E-7	17840
17863	2.9478756625350555E-7	1209
17864	2.9478756625350555E-7	1209
17865	2.9478756625350555E-7	1210
17866	3.635713317126568E-6	1210
17867	3.635713317126568E-6	4421
17868	2.9478756625350555E-7	1211
17869	1.0317564818872692E-5	3515
1787	5.306176192563099E-6	17
17870	1.965250441690037E-6	1217
17871	6.97663906799963E-6	726
17872	2.9478756625350555E-7	1218
17873	2.9478756625350555E-7	1218
17874	1.965250441690037E-6	44
17875	2.9478756625350555E-7	295
17876	1.0317564818872692E-5	11349
17877	8.647101943436162E-6	21164
17878	3.635713317126568E-6
17879	3.635713317126568E-6	1753
1788	7.546561696089738E-5	4161
17880	1.1988027694309222E-5	7253
17881	1.965250441690037E-6	3405
17882	1.965250441690037E-6
17883	5.306176192563099E-6
17884	1.965250441690037E-6
17885	1.0317564818872692E-5	763
17886	1.965250441690037E-6	135
17887	1.965250441690037E-6	550
17888	5.306176192563099E-6
17889	1.1988027694309222E-5	24909
1789	7.212469121002432E-5	1788
17890	3.635713317126568E-6
17891	2.9478756625350555E-7	1223
17892	5.306176192563099E-6	1224
17893	2.9478756625350555E-7	1224
17894	2.9478756625350555E-7	1224
17895	2.9478756625350555E-7	1224
17896	2.9478756625350555E-7	55448
17897	2.9478756625350555E-7	55449
17898	6.97663906799963E-6	2104
17899	2.9478756625350555E-7	1224
179	2.9478756625350555E-7	0
1790	1.965250441690037E-6	3014
17900	1.3658490569745754E-5	55451
17901	3.2033582199547595E-5	1268
17902	4.2056359452166774E-5	18791
17903	1.0317564818872692E-5	55455
17904	2.9478756625350555E-7	1224
17905	1.8669879196055345E-5	17499
17906	1.8669879196055345E-5	44346
17907	2.7022193573238E-5	55459
17908	1.3658490569745754E-5	11659
17909	8.647101943436162E-6	1424
1791	1.965250441690037E-6
17910	1.1988027694309222E-5	9874
17911	3.2033582199547595E-5	1190
17912	6.97663906799963E-6	20522
17913	1.6999416320618815E-5	7199
17914	1.3658490569745754E-5	1224
17915	5.306176192563099E-6	1191
17916	5.306176192563099E-6	44063
17917	2.9478756625350555E-7	1224
17918	2.9478756625350555E-7	35512
17919	2.9478756625350555E-7	1224
1792	6.97663906799963E-6
17920	3.635713317126568E-6	4620
17921	2.9478756625350555E-7	1224
17922	1.8669879196055345E-5
17923	2.5351730697801468E-5	22984
17924	1.965250441690037E-6
17925	3.635713317126568E-6	3395
17926	1.965250441690037E-6	34071
17927	3.635713317126568E-6	3505
17928	3.635713317126568E-6	9071
17929	2.2010804946928405E-5	4969
1793	2.9478756625350555E-7	23504
17930	3.635713317126568E-6	4770
17931	1.0317564818872692E-5	8734
17932	3.635713317126568E-6	1225
17933	3.036311932411106E-5	55489
17934	2.9478756625350555E-7	1225
17935	8.647101943436162E-6	2821
17936	3.635713317126568E-6	12342
17937	5.306176192563099E-6	17935
17938	5.306176192563099E-6	17937
17939	1.965250441690037E-6	1225
1794	2.9478756625350555E-7	17
17940	3.635713317126568E-6	1227
17941	3.635713317126568E-6
17942	3.635713317126568E-6	1227
17943	3.635713317126568E-6	3415
17944	2.2010804946928405E-5	55492
17945	6.54428397082782E-5	51752
17946	3.635713317126568E-6	4920
17947	1.965250441690037E-6
17948	2.3681267822364935E-5	55502
17949	3.635713317126568E-6
1795	3.635713317126568E-6	17
17950	1.965250441690037E-6
17951	1.965250441690037E-6
17952	1.1988027694309222E-5	19993
17953	5.040867382934943E-5	12272
17954	3.635713317126568E-6	5719
17955	3.635713317126568E-6	6865
17956	5.306176192563099E-6	1227
17957	5.306176192563099E-6	2041
17958	6.97663906799963E-6	29115
17959	5.306176192563099E-6	7041
1796	3.635713317126568E-6	17
17960	3.635713317126568E-6	7040
17961	2.2010804946928405E-5	20238
17962	8.647101943436162E-6
17963	1.965250441690037E-6	1227
17964	1.965250441690037E-6
17965	3.635713317126568E-6
17966	1.5328953445182282E-5	1850
17967	2.9478756625350555E-7	55519
17968	2.9478756625350555E-7	1227
17969	3.635713317126568E-6	55520
1797	2.9478756625350555E-7	17
17970	1.965250441690037E-6	1228
17971	2.9478756625350555E-7	1228
17972	3.635713317126568E-6	3124
17973	2.9478756625350555E-7	1228
17974	1.1988027694309222E-5	6860
17975	2.9478756625350555E-7	1228
17976	2.9478756625350555E-7	1228
17977	1.965250441690037E-6	1229
17978	2.9478756625350555E-7	1229
17979	2.9478756625350555E-7	1229
1798	5.306176192563099E-6	1033
17980	3.635713317126568E-6	7728
17981	2.869265644867453E-5	7802
17982	1.965250441690037E-6	1230
17983	2.869265644867453E-5	4926
17984	1.1988027694309222E-5	4544
17985	3.635713317126568E-6	17981
17986	6.97663906799963E-6	3865
17987	1.6999416320618815E-5	1392
17988	1.1988027694309222E-5	1230
17989	1.0317564818872692E-5	17983
1799	3.635713317126568E-6	2501
17990	6.97663906799963E-6	5964
17991	4.87382109539129E-5	8970
17992	2.0340342071491875E-5	7769
17993	8.647101943436162E-6	17988
17994	1.965250441690037E-6
17995	8.647101943436162E-6	1230
17996	6.97663906799963E-6	1230
17997	1.3658490569745754E-5	55528
17998	5.306176192563099E-6	10425
17999	1.965250441690037E-6	3306
18	0.0050701496145164155	1915
180	5.207913670478596E-5	345
1800	2.869265644867453E-5	3420
18000	8.647101943436162E-6	1231
18001	1.965250441690037E-6
18002	5.37495995802225E-5	18010
18003	5.040867382934943E-5	18007
18004	2.9478756625350555E-7	1232
18005	3.5374507950420654E-5	6012
18006	2.2010804946928405E-5	1232
18007	3.5374507950420654E-5	1836
18008	1.3658490569745754E-5	1232
18009	2.3681267822364935E-5	1232
1801	3.635713317126568E-6	23509
18010	2.7022193573238E-5	1232
18011	1.0317564818872692E-5	1232
18012	1.965250441690037E-6	438
18013	1.965250441690037E-6	3985
18014	2.9478756625350555E-7	1232
18015	6.97663906799963E-6	55545
18016	3.635713317126568E-6	1233
18017	2.9478756625350555E-7	1233
18018	2.9478756625350555E-7	1233
18019	3.635713317126568E-6	12604
1802	2.9478756625350555E-7	17
18020	8.647101943436162E-6	17630
18021	1.965250441690037E-6	18027
18022	1.965250441690037E-6
18023	6.97663906799963E-6
18024	3.635713317126568E-6
18025	1.965250441690037E-6
18026	5.306176192563099E-6
18027	1.5328953445182282E-5	141
18028	1.965250441690037E-6
18029	3.635713317126568E-6	1234
1803	2.9478756625350555E-7	1433
18030	1.965250441690037E-6
18031	8.647101943436162E-6	9495
18032	1.5328953445182282E-5	1234
18033	1.965250441690037E-6	1908
18034	1.3658490569745754E-5	34220
18035	5.306176192563099E-6	39790
18036	3.635713317126568E-6	71424
18037	5.306176192563099E-6	55555
18038	2.9478756625350555E-7	1235
18039	2.9478756625350555E-7	1235
1804	2.9478756625350555E-7	143
18040	2.9478756625350555E-7	1235
18041	1.965250441690037E-6	1443
18042	1.965250441690037E-6
18043	2.9478756625350555E-7	2408
18044	2.9478756625350555E-7	1236
18045	2.9478756625350555E-7	1236
18046	2.9478756625350555E-7	1236
18047	1.965250441690037E-6	1236
18048	1.965250441690037E-6
